mold_id,mold_name,product_type,material,designed_life,current_shots,usage_ratio,current_defect_rate,recent_defect_avg,defect_slope,maintenance_count,maintenance_quality,material_factor,load_factor,spc_anomaly_rate,remaining_life,failure_shots
13,프론트 범퍼빔 1공정 금형,default,SKD11,600000,387676,0.646,0.095,0.096,-0.0021,6,1.24,1.0,1.0,3.7,200324,588000
13,프론트 범퍼빔 1공정 금형,default,SKD11,600000,468189,0.78,1.086,0.736,0.2157,5,0.95,1.0,1.0,8.7,0,455500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,561784,0.936,1.521,1.099,0.1838,8,1.03,1.0,1.0,12.4,0,494500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,494646,0.824,0.999,0.679,0.1918,6,1.03,1.0,1.0,10.0,0,492000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,260501,0.434,0.133,0.127,0.0055,6,1.28,1.0,1.0,6.1,349499,610000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,153077,0.255,0.109,0.121,-0.0131,2,0.88,1.0,1.0,5.8,267423,420500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,68837,0.115,0.275,0.268,0.0061,2,0.93,1.0,1.0,5.1,375663,444500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,233033,0.388,0.139,0.089,0.007,1,0.72,1.0,1.0,4.6,109967,343000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,153363,0.256,0.066,0.143,-0.026,2,1.12,1.0,1.0,4.6,379637,533000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,229170,0.382,0.112,0.103,0.0175,2,1.13,1.0,1.0,1.8,309330,538500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,155678,0.259,0.12,0.165,-0.0261,2,1.22,1.0,1.0,4.9,425822,581500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,622215,1.037,4.034,2.636,0.6226,8,0.89,1.0,1.0,17.6,0,426000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,386196,0.644,0.139,0.1,-0.0014,8,1.19,1.0,1.0,3.8,178304,564500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,307388,0.512,0.122,0.114,0.0002,5,0.9,1.0,1.0,4.7,120112,427500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,167101,0.279,0.062,0.093,-0.0078,1,0.77,1.0,1.0,8.4,201399,368500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,188954,0.315,0.129,0.124,-0.0038,3,1.04,1.0,1.0,4.1,305046,494000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,472657,0.788,0.994,0.67,0.203,6,0.98,1.0,1.0,8.5,0,470000
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,118911,0.198,0.123,0.152,-0.0178,2,0.99,1.0,1.0,1.4,353589,472500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,218755,0.365,0.078,0.082,-0.0061,4,0.81,1.0,1.0,5.3,169745,388500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,495439,0.826,0.655,0.209,0.1149,8,1.24,1.0,1.0,8.3,95061,590500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,194117,0.324,0.103,0.089,-0.0029,0,0.86,1.0,1.0,2.8,219383,413500
14,프론트 범퍼빔 2공정 금형,default,SKD11,600000,412462,0.687,0.818,0.493,0.1901,5,0.92,1.0,1.0,7.0,25538,438000
15,리어 범퍼빔 금형,default,SKD11,600000,481175,0.802,0.132,0.114,-0.0075,11,1.28,1.0,1.0,6.9,129825,611000
15,리어 범퍼빔 금형,default,SKD11,600000,287535,0.479,0.048,0.118,-0.0245,1,0.78,1.0,1.0,1.3,85465,373000
15,리어 범퍼빔 금형,default,SKD11,600000,493689,0.823,0.609,0.193,0.0966,7,1.2,1.0,1.0,4.6,80311,574000
15,리어 범퍼빔 금형,default,SKD11,600000,625445,1.042,2.699,1.817,0.3868,10,0.98,1.0,1.0,9.2,0,470500
15,리어 범퍼빔 금형,default,SKD11,600000,255263,0.425,0.075,0.093,-0.0071,4,1.0,1.0,1.0,5.0,220737,476000
15,리어 범퍼빔 금형,default,SKD11,600000,128229,0.214,0.07,0.143,-0.0486,1,0.91,1.0,1.0,6.0,305271,433500
15,리어 범퍼빔 금형,default,SKD11,600000,65949,0.11,0.153,0.179,-0.0206,0,0.73,1.0,1.0,4.3,281051,347000
15,리어 범퍼빔 금형,default,SKD11,600000,504569,0.841,1.791,1.27,0.2329,9,0.88,1.0,1.0,9.3,0,419000
15,리어 범퍼빔 금형,default,SKD11,600000,377190,0.629,0.839,0.472,0.2307,3,0.84,1.0,1.0,8.7,25810,403000
15,리어 범퍼빔 금형,default,SKD11,600000,181587,0.303,0.127,0.122,0.0023,5,1.27,1.0,1.0,6.4,421413,603000
15,리어 범퍼빔 금형,default,SKD11,600000,278865,0.465,0.087,0.115,-0.0093,5,0.94,1.0,1.0,3.5,173135,452000
15,리어 범퍼빔 금형,default,SKD11,600000,117524,0.196,0.166,0.129,-0.0048,2,0.95,1.0,1.0,6.6,337976,455500
15,리어 범퍼빔 금형,default,SKD11,600000,471996,0.787,0.679,0.211,0.1091,10,1.15,1.0,1.0,9.7,76004,548000
15,리어 범퍼빔 금형,default,SKD11,600000,217080,0.362,0.125,0.115,-0.0012,1,0.92,1.0,1.0,1.8,225420,442500
15,리어 범퍼빔 금형,default,SKD11,600000,505388,0.842,0.867,0.489,0.2313,8,1.1,1.0,1.0,5.5,22612,528000
15,리어 범퍼빔 금형,default,SKD11,600000,398287,0.664,1.44,1.08,0.1665,3,0.74,1.0,1.0,10.1,0,352500
15,리어 범퍼빔 금형,default,SKD11,600000,170893,0.285,0.05,0.113,-0.025,4,1.24,1.0,1.0,3.7,420607,591500
15,리어 범퍼빔 금형,default,SKD11,600000,280202,0.467,0.128,0.113,0.014,2,0.77,1.0,1.0,3.9,91298,371500
15,리어 범퍼빔 금형,default,SKD11,600000,443224,0.739,0.887,0.472,0.236,5,0.97,1.0,1.0,7.9,19276,462500
15,리어 범퍼빔 금형,default,SKD11,600000,177525,0.296,0.111,0.099,0.0057,2,0.97,1.0,1.0,5.0,284975,462500
16,프론트 서브프레임 1공정,default,SKD61,500000,374504,0.749,0.015,0.108,-0.0204,7,1.13,1.15,1.0,7.7,142496,517000
16,프론트 서브프레임 1공정,default,SKD61,500000,420409,0.841,0.111,0.11,0.0276,10,1.21,1.15,1.0,4.0,135591,556000
16,프론트 서브프레임 1공정,default,SKD61,500000,292242,0.584,0.101,0.108,-0.0032,5,1.18,1.15,1.0,7.2,250758,543000
16,프론트 서브프레임 1공정,default,SKD61,500000,191588,0.383,0.162,0.114,0.0083,2,1.08,1.15,1.0,4.9,302912,494500
16,프론트 서브프레임 1공정,default,SKD61,500000,468346,0.937,0.771,0.344,0.2058,9,1.13,1.15,1.0,9.2,49154,517500
16,프론트 서브프레임 1공정,default,SKD61,500000,473942,0.948,0.097,0.089,0.0126,10,1.29,1.15,1.0,2.0,112558,586500
16,프론트 서브프레임 1공정,default,SKD61,500000,241998,0.484,0.095,0.068,0.0202,2,0.72,1.15,1.0,3.9,88502,330500
16,프론트 서브프레임 1공정,default,SKD61,500000,180250,0.36,0.151,0.115,0.0226,3,1.18,1.15,1.0,3.7,359250,539500
16,프론트 서브프레임 1공정,default,SKD61,500000,250266,0.501,0.081,0.11,-0.0033,5,1.09,1.15,1.0,2.3,249234,499500
16,프론트 서브프레임 1공정,default,SKD61,500000,254108,0.508,0.08,0.081,-0.0011,7,0.99,1.15,1.0,4.4,198392,452500
16,프론트 서브프레임 1공정,default,SKD61,500000,369832,0.74,1.296,0.942,0.1596,3,0.75,1.15,1.0,7.4,0,343500
16,프론트 서브프레임 1공정,default,SKD61,500000,129379,0.259,0.132,0.128,-0.0006,3,0.88,1.15,1.0,4.1,273121,402500
16,프론트 서브프레임 1공정,default,SKD61,500000,53198,0.106,0.262,0.36,-0.0242,2,1.08,1.15,1.0,5.1,444302,497500
16,프론트 서브프레임 1공정,default,SKD61,500000,146508,0.293,0.101,0.163,-0.0215,5,1.24,1.15,1.0,6.0,419992,566500
16,프론트 서브프레임 1공정,default,SKD61,500000,42289,0.085,0.286,0.387,-0.0495,0,0.97,1.15,1.0,4.4,398211,440500
16,프론트 서브프레임 1공정,default,SKD61,500000,361525,0.723,0.18,0.141,0.0108,9,1.1,1.15,1.0,4.9,144475,506000
16,프론트 서브프레임 1공정,default,SKD61,500000,39810,0.08,0.259,0.324,-0.0154,2,0.7,1.15,1.0,5.4,281190,321000
16,프론트 서브프레임 1공정,default,SKD61,500000,405030,0.81,0.14,0.131,0.0165,10,1.11,1.15,1.0,5.1,103470,508500
16,프론트 서브프레임 1공정,default,SKD61,500000,136131,0.272,0.08,0.096,-0.0234,3,0.92,1.15,1.0,2.7,281869,418000
16,프론트 서브프레임 1공정,default,SKD61,500000,267226,0.534,0.123,0.116,-0.0016,3,0.85,1.15,1.0,6.6,122774,390000
17,프론트 서브프레임 2공정,default,SKD61,500000,474395,0.949,1.192,0.93,0.12,11,0.96,1.15,1.0,5.7,0,437500
17,프론트 서브프레임 2공정,default,SKD61,500000,270582,0.541,0.097,0.098,0.0078,4,0.86,1.15,1.0,2.9,124918,395500
17,프론트 서브프레임 2공정,default,SKD61,500000,140739,0.281,0.215,0.114,0.0259,1,0.81,1.15,1.0,3.5,227261,368000
17,프론트 서브프레임 2공정,default,SKD61,500000,500180,1.0,0.785,0.33,0.2004,10,1.2,1.15,1.0,8.5,50820,551000
17,프론트 서브프레임 2공정,default,SKD61,500000,225012,0.45,0.121,0.112,-0.0024,4,0.78,1.15,1.0,2.8,131488,356500
17,프론트 서브프레임 2공정,default,SKD61,500000,282381,0.565,0.113,0.115,-0.0016,4,0.8,1.15,1.0,6.4,84619,367000
17,프론트 서브프레임 2공정,default,SKD61,500000,112601,0.225,0.096,0.115,0.0072,0,0.86,1.15,1.0,7.4,281899,394500
17,프론트 서브프레임 2공정,default,SKD61,500000,188998,0.378,0.097,0.117,-0.0123,4,0.9,1.15,1.0,5.6,224002,413000
17,프론트 서브프레임 2공정,default,SKD61,500000,314275,0.629,0.119,0.128,0.0032,8,1.22,1.15,1.0,3.6,245725,560000
17,프론트 서브프레임 2공정,default,SKD61,500000,159852,0.32,0.104,0.132,-0.013,1,1.19,1.15,1.0,5.5,385648,545500
17,프론트 서브프레임 2공정,default,SKD61,500000,283545,0.567,0.643,0.222,0.1049,3,0.74,1.15,1.0,7.5,53955,337500
17,프론트 서브프레임 2공정,default,SKD61,500000,216609,0.433,0.157,0.106,0.0243,3,0.75,1.15,1.0,3.6,126391,343000
17,프론트 서브프레임 2공정,default,SKD61,500000,271965,0.544,0.034,0.085,-0.014,7,1.2,1.15,1.0,3.7,275035,547000
17,프론트 서브프레임 2공정,default,SKD61,500000,376199,0.752,1.441,1.069,0.1753,3,0.73,1.15,1.0,6.2,0,333500
17,프론트 서브프레임 2공정,default,SKD61,500000,488153,0.976,1.796,1.283,0.2279,6,0.88,1.15,1.0,10.4,0,404500
17,프론트 서브프레임 2공정,default,SKD61,500000,264670,0.529,0.099,0.066,0.002,2,0.82,1.15,1.0,7.7,112830,377500
17,프론트 서브프레임 2공정,default,SKD61,500000,430742,0.861,0.828,0.469,0.2107,9,1.02,1.15,1.0,13.0,35258,466000
17,프론트 서브프레임 2공정,default,SKD61,500000,50834,0.102,0.318,0.333,-0.0181,2,0.96,1.15,1.0,5.8,390666,441500
17,프론트 서브프레임 2공정,default,SKD61,500000,151660,0.303,0.122,0.11,0.0012,1,0.95,1.15,1.0,5.8,278340,430000
17,프론트 서브프레임 2공정,default,SKD61,500000,235185,0.47,0.155,0.121,0.008,2,0.92,1.15,1.0,2.4,184815,420000
18,시트레일 좌측 금형,default,SKD11,1500000,266966,0.178,0.172,0.213,-0.0117,1,1.08,1.0,1.0,5.9,1018034,1285000
18,시트레일 좌측 금형,default,SKD11,1500000,1284427,0.856,0.728,0.323,0.1785,12,1.23,1.0,1.0,6.4,178573,1463000
18,시트레일 좌측 금형,default,SKD11,1500000,156600,0.104,0.319,0.313,-0.0128,3,0.98,1.0,1.0,6.2,1014900,1171500
18,시트레일 좌측 금형,default,SKD11,1500000,518833,0.346,0.124,0.113,0.0006,2,0.82,1.0,1.0,4.1,451167,970000
18,시트레일 좌측 금형,default,SKD11,1500000,395511,0.264,0.123,0.149,-0.0065,5,1.22,1.0,1.0,3.4,1055489,1451000
18,시트레일 좌측 금형,default,SKD11,1500000,1428414,0.952,1.057,0.703,0.209,13,1.18,1.0,1.0,9.6,0,1408000
18,시트레일 좌측 금형,default,SKD11,1500000,1217894,0.812,0.131,0.094,0.0066,9,1.27,1.0,1.0,8.6,293106,1511000
18,시트레일 좌측 금형,default,SKD11,1500000,1203163,0.802,1.379,1.018,0.177,6,0.91,1.0,1.0,11.6,0,1082000
18,시트레일 좌측 금형,default,SKD11,1500000,1357570,0.905,3.447,2.283,0.5113,8,0.81,1.0,1.0,14.0,0,958000
18,시트레일 좌측 금형,default,SKD11,1500000,1234454,0.823,0.669,0.223,0.1001,12,1.23,1.0,1.0,9.1,228546,1463000
18,시트레일 좌측 금형,default,SKD11,1500000,952725,0.635,1.313,0.988,0.1541,6,0.73,1.0,1.0,9.8,0,868000
18,시트레일 좌측 금형,default,SKD11,1500000,1536729,1.024,1.731,1.286,0.2279,9,1.06,1.0,1.0,10.3,0,1259500
18,시트레일 좌측 금형,default,SKD11,1500000,1432959,0.955,2.522,1.736,0.3454,7,0.91,1.0,1.0,12.8,0,1086500
18,시트레일 좌측 금형,default,SKD11,1500000,718425,0.479,0.01,0.073,-0.0029,3,1.22,1.0,1.0,1.9,728575,1447000
18,시트레일 좌측 금형,default,SKD11,1500000,886924,0.591,0.14,0.097,0.0045,9,1.22,1.0,1.0,2.6,568576,1455500
18,시트레일 좌측 금형,default,SKD11,1500000,850650,0.567,0.109,0.103,0.0057,5,1.29,1.0,1.0,3.9,690850,1541500
18,시트레일 좌측 금형,default,SKD11,1500000,864450,0.576,0.647,0.184,0.1222,4,0.85,1.0,1.0,9.5,141550,1006000
18,시트레일 좌측 금형,default,SKD11,1500000,1043128,0.695,1.214,0.907,0.138,5,0.81,1.0,1.0,9.5,0,969500
18,시트레일 좌측 금형,default,SKD11,1500000,744894,0.497,0.154,0.1,0.0255,2,0.9,1.0,1.0,3.9,329106,1074000
18,시트레일 좌측 금형,default,SKD11,1500000,622410,0.415,0.115,0.106,0.0064,5,0.88,1.0,1.0,4.1,427090,1049500
19,시트레일 우측 금형,default,SKD11,1500000,1359694,0.906,0.779,0.323,0.198,13,1.27,1.0,1.0,9.2,154806,1514500
19,시트레일 우측 금형,default,SKD11,1500000,758311,0.506,0.104,0.102,-0.0093,3,1.11,1.0,1.0,6.0,555689,1314000
19,시트레일 우측 금형,default,SKD11,1500000,663637,0.442,0.077,0.094,0.0059,4,0.92,1.0,1.0,3.1,429363,1093000
19,시트레일 우측 금형,default,SKD11,1500000,564836,0.377,0.093,0.098,0.0004,1,0.77,1.0,1.0,4.5,357164,922000
19,시트레일 우측 금형,default,SKD11,1500000,592529,0.395,0.096,0.092,0.0011,3,0.84,1.0,1.0,8.7,408971,1001500
19,시트레일 우측 금형,default,SKD11,1500000,778288,0.519,0.127,0.088,0.0054,5,1.22,1.0,1.0,7.7,672212,1450500
19,시트레일 우측 금형,default,SKD11,1500000,442882,0.295,0.111,0.115,-0.0078,3,0.96,1.0,1.0,5.0,699118,1142000
19,시트레일 우측 금형,default,SKD11,1500000,975566,0.65,0.968,0.629,0.2204,3,0.82,1.0,1.0,5.8,0,968000
19,시트레일 우측 금형,default,SKD11,1500000,1138655,0.759,0.103,0.125,-0.0055,9,1.22,1.0,1.0,3.5,316845,1455500
19,시트레일 우측 금형,default,SKD11,1500000,1076804,0.718,0.836,0.518,0.1708,8,0.97,1.0,1.0,8.0,74696,1151500
19,시트레일 우측 금형,default,SKD11,1500000,801593,0.534,0.732,0.414,0.2164,1,0.73,1.0,1.0,6.5,76407,878000
19,시트레일 우측 금형,default,SKD11,1500000,1356181,0.904,1.414,1.028,0.1791,8,1.02,1.0,1.0,8.5,0,1208500
19,시트레일 우측 금형,default,SKD11,1500000,380781,0.254,0.108,0.154,-0.0002,3,1.16,1.0,1.0,3.9,999219,1380000
19,시트레일 우측 금형,default,SKD11,1500000,436049,0.291,0.146,0.147,-0.0153,5,1.27,1.0,1.0,6.5,1080451,1516500
19,시트레일 우측 금형,default,SKD11,1500000,361309,0.241,0.086,0.138,-0.0181,4,0.89,1.0,1.0,3.6,703691,1065000
19,시트레일 우측 금형,default,SKD11,1500000,588494,0.392,0.078,0.105,-0.0213,2,0.91,1.0,1.0,3.2,495506,1084000
19,시트레일 우측 금형,default,SKD11,1500000,200185,0.133,0.215,0.245,-0.005,0,1.06,1.0,1.0,8.9,1060315,1260500
19,시트레일 우측 금형,default,SKD11,1500000,1027101,0.685,0.079,0.125,-0.017,9,1.1,1.0,1.0,8.4,287399,1314500
19,시트레일 우측 금형,default,SKD11,1500000,454141,0.303,0.125,0.151,-0.0074,5,1.08,1.0,1.0,7.1,830859,1285000
19,시트레일 우측 금형,default,SKD11,1500000,1117834,0.745,0.746,0.325,0.1868,9,1.08,1.0,1.0,6.2,168166,1286000
20,도어힌지 상부 금형,default,SKD61,2000000,294152,0.147,0.268,0.264,0.0017,3,1.03,1.15,1.0,6.9,1579848,1874000
20,도어힌지 상부 금형,default,SKD61,2000000,480494,0.24,0.115,0.14,-0.0255,0,0.99,1.15,1.0,7.3,1331006,1811500
20,도어힌지 상부 금형,default,SKD61,2000000,1948061,0.974,0.835,0.48,0.2106,12,1.15,1.15,1.0,7.6,152439,2100500
20,도어힌지 상부 금형,default,SKD61,2000000,1302877,0.651,0.124,0.116,0.0018,9,1.17,1.15,1.0,6.0,828123,2131000
20,도어힌지 상부 금형,default,SKD61,2000000,1280673,0.64,0.68,0.304,0.1818,4,0.81,1.15,1.0,6.0,194327,1475000
20,도어힌지 상부 금형,default,SKD61,2000000,989454,0.495,0.042,0.085,-0.0209,3,0.96,1.15,1.0,6.0,765046,1754500
20,도어힌지 상부 금형,default,SKD61,2000000,1197595,0.599,0.069,0.081,0.0011,4,0.83,1.15,1.0,3.8,324905,1522500
20,도어힌지 상부 금형,default,SKD61,2000000,1077168,0.539,0.08,0.091,-0.0015,3,0.88,1.15,1.0,7.8,518332,1595500
20,도어힌지 상부 금형,default,SKD61,2000000,1185014,0.593,0.039,0.091,-0.0226,6,0.97,1.15,1.0,1.7,585986,1771000
20,도어힌지 상부 금형,default,SKD61,2000000,1922816,0.961,0.827,0.485,0.1962,11,1.1,1.15,1.0,8.1,93684,2016500
20,도어힌지 상부 금형,default,SKD61,2000000,572815,0.286,0.144,0.137,-0.005,4,1.2,1.15,1.0,2.2,1613685,2186500
20,도어힌지 상부 금형,default,SKD61,2000000,1557405,0.779,0.852,0.471,0.2163,5,0.88,1.15,1.0,9.5,48095,1605500
20,도어힌지 상부 금형,default,SKD61,2000000,1802903,0.901,0.726,0.344,0.1494,9,1.13,1.15,1.0,6.9,258097,2061000
20,도어힌지 상부 금형,default,SKD61,2000000,1627142,0.814,1.193,0.875,0.1456,5,0.83,1.15,1.0,11.2,0,1524500
20,도어힌지 상부 금형,default,SKD61,2000000,911898,0.456,0.031,0.1,-0.0252,5,1.21,1.15,1.0,3.8,1289602,2201500
20,도어힌지 상부 금형,default,SKD61,2000000,955357,0.478,0.199,0.125,0.0413,6,1.09,1.15,1.0,3.7,1040643,1996000
20,도어힌지 상부 금형,default,SKD61,2000000,1065987,0.533,0.14,0.1,0.0133,6,1.26,1.15,1.0,5.9,1233013,2299000
20,도어힌지 상부 금형,default,SKD61,2000000,2061846,1.031,2.062,1.417,0.2731,11,0.91,1.15,1.0,11.1,0,1659500
20,도어힌지 상부 금형,default,SKD61,2000000,823734,0.412,0.039,0.106,-0.0214,3,1.03,1.15,1.0,2.4,1064266,1888000
20,도어힌지 상부 금형,default,SKD61,2000000,477548,0.239,0.111,0.162,-0.0072,1,1.21,1.15,1.0,6.7,1729952,2207500
21,도어힌지 하부 금형,default,SKD61,2000000,1612704,0.806,0.664,0.232,0.0956,8,1.07,1.15,1.0,3.4,341296,1954000
21,도어힌지 하부 금형,default,SKD61,2000000,1083808,0.542,0.142,0.131,-0.0079,4,1.16,1.15,1.0,3.7,1043692,2127500
21,도어힌지 하부 금형,default,SKD61,2000000,1178000,0.589,0.056,0.078,-0.01,5,1.03,1.15,1.0,4.3,696000,1874000
21,도어힌지 하부 금형,default,SKD61,2000000,1687224,0.844,0.125,0.114,-0.0036,10,1.13,1.15,1.0,3.1,373776,2061000
21,도어힌지 하부 금형,default,SKD61,2000000,1245567,0.623,0.081,0.07,0.01,4,0.84,1.15,1.0,2.8,291933,1537500
21,도어힌지 하부 금형,default,SKD61,2000000,506455,0.253,0.176,0.138,-0.0039,0,0.97,1.15,1.0,7.8,1264545,1771000
21,도어힌지 하부 금형,default,SKD61,2000000,252435,0.126,0.173,0.249,-0.0059,0,0.78,1.15,1.0,4.8,1163565,1416000
21,도어힌지 하부 금형,default,SKD61,2000000,608714,0.304,0.162,0.109,0.0148,5,1.15,1.15,1.0,8.4,1486786,2095500
21,도어힌지 하부 금형,default,SKD61,2000000,1988567,0.994,5.022,3.261,0.7823,8,0.71,1.15,1.0,19.9,0,1294500
21,도어힌지 하부 금형,default,SKD61,2000000,1480526,0.74,0.118,0.088,-0.0023,11,1.25,1.15,1.0,7.4,801974,2282500
21,도어힌지 하부 금형,default,SKD61,2000000,337276,0.169,0.133,0.163,-0.014,0,0.72,1.15,1.0,5.1,982724,1320000
21,도어힌지 하부 금형,default,SKD61,2000000,1029884,0.515,0.143,0.114,0.0156,5,1.15,1.15,1.0,4.4,1081116,2111000
21,도어힌지 하부 금형,default,SKD61,2000000,1541364,0.771,1.077,0.73,0.2087,4,0.82,1.15,1.0,7.6,0,1497500
21,도어힌지 하부 금형,default,SKD61,2000000,1934240,0.967,1.188,0.833,0.1461,10,1.0,1.15,1.0,11.2,0,1831500
21,도어힌지 하부 금형,default,SKD61,2000000,1319177,0.66,0.094,0.111,-0.0084,8,1.21,1.15,1.0,6.6,889823,2209000
21,도어힌지 하부 금형,default,SKD61,2000000,1073266,0.537,0.136,0.103,0.0098,5,1.27,1.15,1.0,6.6,1238734,2312000
21,도어힌지 하부 금형,default,SKD61,2000000,1541954,0.771,0.119,0.094,-0.003,10,1.29,1.15,1.0,5.9,804046,2346000
21,도어힌지 하부 금형,default,SKD61,2000000,293911,0.147,0.232,0.19,-0.0082,1,0.7,1.15,1.0,5.3,995089,1289000
21,도어힌지 하부 금형,default,SKD61,2000000,885242,0.443,0.1,0.123,-0.0051,3,1.02,1.15,1.0,3.5,977758,1863000
21,도어힌지 하부 금형,default,SKD61,2000000,640739,0.32,0.141,0.128,0.0074,3,1.17,1.15,1.0,5.5,1497761,2138500
22,브레이크 브라켓 1공정,default,SKD11,800000,453676,0.567,1.046,0.693,0.2054,5,0.71,1.0,1.0,7.8,0,451000
22,브레이크 브라켓 1공정,default,SKD11,800000,703772,0.88,2.518,1.782,0.3418,7,0.84,1.0,1.0,12.0,0,533000
22,브레이크 브라켓 1공정,default,SKD11,800000,747061,0.934,5.489,3.547,0.8637,9,0.75,1.0,1.0,23.1,0,479000
22,브레이크 브라켓 1공정,default,SKD11,800000,707286,0.884,3.456,2.278,0.5217,6,0.79,1.0,1.0,13.5,0,503500
22,브레이크 브라켓 1공정,default,SKD11,800000,472482,0.591,0.066,0.107,-0.0118,8,1.1,1.0,1.0,4.1,227518,700000
22,브레이크 브라켓 1공정,default,SKD11,800000,661022,0.826,0.938,0.495,0.2498,6,1.07,1.0,1.0,9.4,19978,681000
22,브레이크 브라켓 1공정,default,SKD11,800000,763012,0.954,3.038,2.091,0.406,7,0.87,1.0,1.0,10.6,0,553500
22,브레이크 브라켓 1공정,default,SKD11,800000,90765,0.113,0.178,0.207,-0.0167,1,0.77,1.0,1.0,5.8,401735,492500
22,브레이크 브라켓 1공정,default,SKD11,800000,232406,0.291,0.148,0.138,0.0031,4,0.97,1.0,1.0,1.7,385594,618000
22,브레이크 브라켓 1공정,default,SKD11,800000,149425,0.187,0.108,0.099,0.0046,0,0.77,1.0,1.0,4.1,337575,487000
22,브레이크 브라켓 1공정,default,SKD11,800000,72393,0.09,0.244,0.275,-0.012,0,0.78,1.0,1.0,4.2,426107,498500
22,브레이크 브라켓 1공정,default,SKD11,800000,787522,0.984,0.975,0.644,0.1959,11,1.24,1.0,1.0,6.1,0,786500
22,브레이크 브라켓 1공정,default,SKD11,800000,644440,0.806,0.061,0.095,-0.0002,9,1.3,1.0,1.0,4.3,179060,823500
22,브레이크 브라켓 1공정,default,SKD11,800000,338487,0.423,0.13,0.128,-0.0183,5,0.73,1.0,1.0,7.2,128013,466500
22,브레이크 브라켓 1공정,default,SKD11,800000,115306,0.144,0.264,0.275,0.0014,1,1.28,1.0,1.0,5.5,701194,816500
22,브레이크 브라켓 1공정,default,SKD11,800000,157899,0.197,0.222,0.212,0.002,4,1.28,1.0,1.0,6.3,655601,813500
22,브레이크 브라켓 1공정,default,SKD11,800000,274508,0.343,0.06,0.095,-0.0099,0,0.73,1.0,1.0,7.5,188992,463500
22,브레이크 브라켓 1공정,default,SKD11,800000,187999,0.235,0.044,0.113,-0.0161,1,0.85,1.0,1.0,1.8,355001,543000
22,브레이크 브라켓 1공정,default,SKD11,800000,633027,0.791,0.587,0.177,0.0992,10,1.2,1.0,1.0,7.6,134973,768000
22,브레이크 브라켓 1공정,default,SKD11,800000,836038,1.045,3.269,2.192,0.4828,11,0.94,1.0,1.0,16.0,0,598000
23,브레이크 브라켓 2공정,default,SKD11,800000,318903,0.399,0.197,0.132,0.0013,4,1.21,1.0,1.0,4.5,447597,766500
23,브레이크 브라켓 2공정,default,SKD11,800000,469834,0.587,0.628,0.212,0.0999,4,0.89,1.0,1.0,5.3,93166,563000
23,브레이크 브라켓 2공정,default,SKD11,800000,547640,0.685,1.146,0.835,0.1189,7,0.82,1.0,1.0,8.1,0,523000
23,브레이크 브라켓 2공정,default,SKD11,800000,525894,0.657,0.09,0.088,0.0015,7,1.1,1.0,1.0,5.3,174606,700500
23,브레이크 브라켓 2공정,default,SKD11,800000,237275,0.297,0.122,0.082,0.0124,2,0.74,1.0,1.0,5.6,231225,468500
23,브레이크 브라켓 2공정,default,SKD11,800000,460971,0.576,0.731,0.336,0.1965,2,0.81,1.0,1.0,4.4,55529,516500
23,브레이크 브라켓 2공정,default,SKD11,800000,276995,0.346,0.048,0.081,-0.0055,4,0.82,1.0,1.0,5.3,245005,522000
23,브레이크 브라켓 2공정,default,SKD11,800000,219292,0.274,0.088,0.094,-0.0056,3,0.86,1.0,1.0,6.1,329208,548500
23,브레이크 브라켓 2공정,default,SKD11,800000,604327,0.755,0.137,0.087,0.0162,7,1.23,1.0,1.0,6.3,179173,783500
23,브레이크 브라켓 2공정,default,SKD11,800000,647990,0.81,1.201,0.952,0.1225,6,0.93,1.0,1.0,9.2,0,590500
23,브레이크 브라켓 2공정,default,SKD11,800000,551466,0.689,1.086,0.711,0.2181,4,0.84,1.0,1.0,9.0,0,535000
23,브레이크 브라켓 2공정,default,SKD11,800000,316054,0.395,0.103,0.119,-0.0096,2,1.17,1.0,1.0,6.2,425946,742000
23,브레이크 브라켓 2공정,default,SKD11,800000,129905,0.162,0.176,0.237,-0.0331,3,1.17,1.0,1.0,1.4,615095,745000
23,브레이크 브라켓 2공정,default,SKD11,800000,315257,0.394,0.118,0.106,0.0019,5,1.23,1.0,1.0,6.1,464743,780000
